Algoritmo,Distribuicao,TamanhoVetor,Comparacoes,Trocas,AcessosMemoria,ProfRecursao,TempoNS,MemoriaAuxiliarBytes
Merge Sort,Parcial,1000,7920,2056,29928,11,1682600,39904
Merge Sort,Parcial,1000,8193,1783,29928,11,1638500,39904
Merge Sort,Parcial,1000,8070,1906,29928,11,1578400,39904
Merge Sort,Parcial,1000,8049,1927,29928,11,1795400,39904
Merge Sort,Parcial,1000,8080,1896,29928,11,1848200,39904
Merge Sort,Parcial,1000,8084,1892,29928,11,1831700,39904
Merge Sort,Parcial,1000,8150,1826,29928,11,1802100,39904
Merge Sort,Parcial,1000,8246,1730,29928,11,1778300,39904
Merge Sort,Parcial,1000,8060,1916,29928,11,1564600,39904
Merge Sort,Parcial,1000,7884,2092,29928,11,1701900,39904
Merge Sort,Parcial,1000,7983,1993,29928,11,1779900,39904
Merge Sort,Parcial,1000,8040,1936,29928,11,1581300,39904
Merge Sort,Parcial,1000,8166,1810,29928,11,1600500,39904
Heap Sort,Parcial,1000,17408,9598,73208,0,1164900,12
Heap Sort,Parcial,1000,17393,9580,73106,0,1166200,12
Heap Sort,Parcial,1000,17377,9576,73058,0,808200,12
Heap Sort,Parcial,1000,17377,9562,73002,0,834100,12
Heap Sort,Parcial,1000,17407,9580,73134,0,807700,12
Heap Sort,Parcial,1000,17423,9604,73262,0,1127200,12
Heap Sort,Parcial,1000,17383,9588,73118,0,1090300,12
Heap Sort,Parcial,1000,17392,9580,73104,0,1111800,12
Heap Sort,Parcial,1000,17421,9578,73154,0,1143400,12
Heap Sort,Parcial,1000,17424,9606,73272,0,1132500,12
Heap Sort,Parcial,1000,17417,9590,73194,0,1118900,12
Heap Sort,Parcial,1000,17385,9582,73098,0,945700,12
Heap Sort,Parcial,1000,17439,9596,73262,0,1101700,12
Heap Sort,Parcial,1000,17410,9600,73220,0,1097200,12
Heap Sort,Parcial,1000,17391,9589,73138,0,1372900,12
Heap Sort,Parcial,1000,17420,9604,73256,0,1077000,12
Heap Sort,Parcial,1000,17409,9594,73194,0,1096600,12
Heap Sort,Parcial,1000,17402,9588,73156,0,1049400,12
Heap Sort,Parcial,1000,17399,9570,73078,0,1110100,12
Heap Sort,Parcial,1000,17402,9594,73180,0,1152600,12
Heap Sort,Parcial,1000,17418,9585,73176,0,1168700,12
Heap Sort,Parcial,1000,17410,9602,73228,0,1144900,12
Heap Sort,Parcial,1000,17428,9592,73224,0,1111300,12
Heap Sort,Parcial,1000,17409,9592,73186,0,1120500,12
Heap Sort,Parcial,1000,17430,9606,73284,0,1125900,12
Heap Sort,Parcial,1000,17406,9595,73192,0,1152300,12
Heap Sort,Parcial,1000,17396,9578,73104,0,1163800,12
Heap Sort,Parcial,1000,17423,9634,73382,0,1154500,12
Heap Sort,Parcial,1000,17400,9577,73108,0,1162200,12
Heap Sort,Parcial,1000,17401,9594,73178,0,1141400,12
Shell Sort,Parcial,1000,11685,8850,46916,0,733800,16
Shell Sort,Parcial,1000,11871,9056,47672,0,715600,16
Shell Sort,Parcial,1000,11427,8587,45908,0,747200,16
Shell Sort,Parcial,1000,11595,8787,46564,0,725600,16
Shell Sort,Parcial,1000,11047,8054,44322,0,730300,16
Shell Sort,Parcial,1000,11562,8792,46422,0,716900,16
Shell Sort,Parcial,1000,11216,8364,45050,0,725100,16
Shell Sort,Parcial,1000,11572,8814,46514,0,730100,16
Shell Sort,Parcial,1000,12067,9298,48436,0,802800,16
Shell Sort,Parcial,1000,11697,8932,46960,0,756200,16
Shell Sort,Parcial,1000,11664,8913,46866,0,752500,16
Shell Sort,Parcial,1000,11545,8733,46348,0,695600,16
Shell Sort,Parcial,1000,11419,8695,45924,0,728400,16
Shell Sort,Parcial,1000,10839,7812,43488,0,678500,16
Shell Sort,Parcial,1000,11434,8616,45886,0,784900,16
Shell Sort,Parcial,1000,11780,8981,47282,0,753300,16
Shell Sort,Parcial,1000,11641,8804,46738,0,906400,16
Shell Sort,Parcial,1000,11621,8842,46660,0,873800,16
Shell Sort,Parcial,1000,11147,8222,44740,0,735200,16
Shell Sort,Parcial,1000,11706,8940,47014,0,778700,16
Shell Sort,Parcial,1000,11279,8457,45312,0,724000,16
Shell Sort,Parcial,1000,12177,9455,48892,0,806500,16
Shell Sort,Parcial,1000,11860,9090,47610,0,764200,16
Shell Sort,Parcial,1000,11263,8455,45300,0,703900,16
Shell Sort,Parcial,1000,11532,8648,46278,0,783000,16
Shell Sort,Parcial,1000,11877,9121,47708,0,749100,16
Shell Sort,Parcial,1000,11704,8899,46978,0,708100,16
Shell Sort,Parcial,1000,11845,9052,47536,0,1007100,16
Shell Sort,Parcial,1000,11103,8189,44552,0,701900,16
Shell Sort,Parcial,1000,11486,8697,46138,0,696500,16
Quick Sort,Parcial,1000,21116,11357,88425,47,1402900,564
Quick Sort,Parcial,1000,24381,17029,117652,50,1247800,600
Quick Sort,Parcial,1000,15752,6381,57800,34,986500,408
Quick Sort,Parcial,1000,24249,16137,113846,54,1222700,648
Quick Sort,Parcial,1000,19516,14497,97782,45,1430300,540
Quick Sort,Parcial,1000,20819,13642,96972,47,1080400,564
Quick Sort,Parcial,1000,21022,13400,96439,53,1082600,636
Quick Sort,Parcial,1000,17320,10365,76892,45,876000,540
Quick Sort,Parcial,1000,22382,8683,80291,70,1143700,840
Quick Sort,Parcial,1000,26862,20402,136108,44,1538600,528
Quick Sort,Parcial,1000,18815,10509,80440,42,1019100,504
Quick Sort,Parcial,1000,15264,10091,71699,36,859300,432
Quick Sort,Parcial,1000,29513,19617,138270,63,1481900,756
Quick Sort,Parcial,1000,18263,9747,76305,46,875100,552
Quick Sort,Parcial,1000,19709,9588,78525,48,911300,576
Quick Sort,Parcial,1000,22397,8692,80331,54,948600,648
Quick Sort,Parcial,1000,26291,15174,114020,52,1342800,624
Quick Sort,Parcial,1000,43973,31377,214255,68,2321200,816
Quick Sort,Parcial,1000,28738,22358,147674,50,1603900,600
Quick Sort,Parcial,1000,21965,9022,80799,44,940700,528
Quick Sort,Parcial,1000,22938,11055,90863,52,1073800,624
Quick Sort,Parcial,1000,21070,10504,84952,42,998700,504
Quick Sort,Parcial,1000,37035,28967,190695,65,2179300,780
Quick Sort,Parcial,1000,19878,10651,83128,48,935600,576
Quick Sort,Parcial,1000,18338,10746,80455,40,921300,480
Quick Sort,Parcial,1000,24471,17240,118711,58,1347600,696
Quick Sort,Parcial,1000,31090,23070,155254,63,1677100,756
Quick Sort,Parcial,1000,22025,8841,80207,48,946300,576
Quick Sort,Parcial,1000,21965,12628,95211,47,1064400,564
Quick Sort,Parcial,1000,23257,7862,78711,50,905800,600
Quick Random,Parcial,1000,11833,7406,53958,25,668700,300
Quick Random,Parcial,1000,11207,6274,48189,21,685400,252
Quick Random,Parcial,1000,11363,6822,50675,21,677600,252
Quick Random,Parcial,1000,10915,6538,48654,23,644400,276
Quick Random,Parcial,1000,11136,7014,50991,21,684500,252
Quick Random,Parcial,1000,10898,5990,46418,20,615200,240
Quick Random,Parcial,1000,13024,8903,62328,24,772000,288
Quick Random,Parcial,1000,11453,6980,51488,24,665100,288
Quick Random,Parcial,1000,10508,6264,46737,21,632600,252
Quick Random,Parcial,1000,11329,7097,51717,20,682200,240
Quick Random,Parcial,1000,13155,7827,58280,25,789100,300
Quick Random,Parcial,1000,10896,7282,51581,24,683700,288
Quick Random,Parcial,1000,11876,8268,57486,23,701300,276
Quick Random,Parcial,1000,11199,6526,49179,21,658000,252
Quick Random,Parcial,1000,10758,7827,53490,23,704700,276
Quick Random,Parcial,1000,14784,8130,62766,26,788200,312
Quick Random,Parcial,1000,11252,6203,47985,22,657600,264
Quick Random,Parcial,1000,11006,6570,48940,20,643100,240
Quick Random,Parcial,1000,10890,7182,51185,21,672400,252
Quick Random,Parcial,1000,10985,7201,51434,19,778800,228
Quick Random,Parcial,1000,11630,7659,54559,23,755100,276
Quick Random,Parcial,1000,12010,7701,55492,21,704300,252
Quick Random,Parcial,1000,10828,6361,47761,22,653200,264
Quick Random,Parcial,1000,11599,7185,52604,24,695800,288
Quick Random,Parcial,1000,11147,7240,51929,23,686700,276
Quick Random,Parcial,1000,10612,6767,48966,21,677700,252
Quick Random,Parcial,1000,10368,5773,44489,21,607100,252
Quick Random,Parcial,1000,11507,7145,52268,24,655900,288
Quick Random,Parcial,1000,12233,7381,54663,23,726200,276
Quick Random,Parcial,1000,10868,6005,46438,21,632900,252
Bubble Sort,Repetitivo,1000,496574,237817,1944416,0,37230200,13
Bubble Sort,Repetitivo,1000,497960,248026,1988024,0,31043900,13
Bubble Sort,Repetitivo,1000,499175,247437,1988098,0,30655100,13
Bubble Sort,Repetitivo,1000,498939,235776,1940982,0,29161500,13
Bubble Sort,Repetitivo,1000,497789,239438,1953330,0,29000300,13
Bubble Sort,Repetitivo,1000,498554,247798,1988300,0,28997300,13
Bubble Sort,Repetitivo,1000,497904,254414,2013464,0,25654500,13
Bubble Sort,Repetitivo,1000,498015,253942,2011798,0,26116400,13
Bubble Sort,Repetitivo,1000,499094,242881,1969712,0,30297600,13
Bubble Sort,Repetitivo,1000,499122,248782,1993372,0,31300000,13
Bubble Sort,Repetitivo,1000,499445,248251,1991894,0,25763700,13
Bubble Sort,Repetitivo,1000,499395,254765,2017850,0,25692600,13
Bubble Sort,Repetitivo,1000,496944,243907,1969516,0,30307000,13
Bubble Sort,Repetitivo,1000,498597,246812,1984442,0,30680200,13
Bubble Sort,Repetitivo,1000,499434,239395,1956448,0,28013700,13
Bubble Sort,Repetitivo,1000,498680,246149,1981956,0,28760100,13
Bubble Sort,Repetitivo,1000,498465,240711,1959774,0,29361400,13
Bubble Sort,Repetitivo,1000,497904,248989,1991764,0,29662000,13
Bubble Sort,Repetitivo,1000,498939,249787,1997026,0,29769200,13
Bubble Sort,Repetitivo,1000,499247,247088,1986846,0,26969500,13
Bubble Sort,Repetitivo,1000,498797,260308,2038826,0,30663000,13
Bubble Sort,Repetitivo,1000,498870,243758,1972772,0,26908200,13
Bubble Sort,Repetitivo,1000,498465,241159,1961566,0,29848800,13
Bubble Sort,Repetitivo,1000,498834,248992,1993636,0,27487400,13
Bubble Sort,Repetitivo,1000,499290,252923,2010272,0,29745300,13
Bubble Sort,Repetitivo,1000,497420,251500,2000840,0,29850300,13
Bubble Sort,Repetitivo,1000,499224,249690,1997208,0,25624300,13
Bubble Sort,Repetitivo,1000,499149,242855,1969718,0,29827400,13
Bubble Sort,Repetitivo,1000,498069,258385,2029678,0,30459300,13
Bubble Sort,Repetitivo,1000,498174,241127,1960856,0,27219800,13
Insertion Sort,Repetitivo,1000,245769,245766,983088,0,13618100,12
Insertion Sort,Repetitivo,1000,243679,243680,974730,0,16627200,12
Insertion Sort,Repetitivo,1000,246928,246923,987724,0,13023500,12
Insertion Sort,Repetitivo,1000,256215,256208,1024866,0,13739700,12
Insertion Sort,Repetitivo,1000,248694,248679,994780,0,12881400,12
Insertion Sort,Repetitivo,1000,252556,252553,1010234,0,12735300,12
Insertion Sort,Repetitivo,1000,253032,253029,1012136,0,13730800,12
Insertion Sort,Repetitivo,1000,255960,255953,1023844,0,13427000,12
Insertion Sort,Repetitivo,1000,251701,251698,1006816,0,12967200,12
Insertion Sort,Repetitivo,1000,251098,251093,1004396,0,12991200,12
Insertion Sort,Repetitivo,1000,244958,244953,979840,0,12693100,12
Insertion Sort,Repetitivo,1000,246085,246072,984346,0,13004800,12
Insertion Sort,Repetitivo,1000,248969,248962,995880,0,13116900,12
Insertion Sort,Repetitivo,1000,253592,253588,1014380,0,13355200,12
Insertion Sort,Repetitivo,1000,258540,258534,1034168,0,13361500,12
Insertion Sort,Repetitivo,1000,247602,247599,990414,0,13178300,12
Insertion Sort,Repetitivo,1000,248331,248330,993338,0,13132100,12
Insertion Sort,Repetitivo,1000,248457,248444,993832,0,13619700,12
Insertion Sort,Repetitivo,1000,256338,256340,1025368,0,14041300,12
Insertion Sort,Repetitivo,1000,253709,253707,1014856,0,13847500,12
Insertion Sort,Repetitivo,1000,248141,248135,992568,0,12829400,12
Insertion Sort,Repetitivo,1000,254034,254031,1016152,0,13124400,12
Insertion Sort,Repetitivo,1000,247630,247624,990524,0,12759200,12
Insertion Sort,Repetitivo,1000,242938,242933,971758,0,12196000,12
Insertion Sort,Repetitivo,1000,243391,243391,973578,0,12786200,12
Insertion Sort,Repetitivo,1000,249627,249621,998518,0,12818700,12
Insertion Sort,Repetitivo,1000,257395,257391,1029586,0,13438400,12
Insertion Sort,Repetitivo,1000,245944,245940,983784,0,12573900,12
Insertion Sort,Repetitivo,1000,243272,243261,973094,0,12761900,12
Insertion Sort,Repetitivo,1000,255577,255566,1022314,0,13440000,12
Selection Sort,Repetitivo,1000,499500,988,1002952,0,16879100,12
Selection Sort,Repetitivo,1000,499500,991,1002964,0,18564300,12
Selection Sort,Repetitivo,1000,499500,990,1002960,0,16577600,12
Selection Sort,Repetitivo,1000,499500,983,1002932,0,16978700,12
Selection Sort,Repetitivo,1000,499500,987,1002948,0,16268800,12
Selection Sort,Repetitivo,1000,499500,982,1002928,0,16489500,12
Selection Sort,Repetitivo,1000,499500,994,1002976,0,16343700,12
Selection Sort,Repetitivo,1000,499500,988,1002952,0,16599600,12
Selection Sort,Repetitivo,1000,499500,991,1002964,0,16404000,12
Selection Sort,Repetitivo,1000,499500,986,1002944,0,16691700,12
Selection Sort,Repetitivo,1000,499500,991,1002964,0,15684200,12
Selection Sort,Repetitivo,1000,499500,989,1002956,0,16828600,12
Selection Sort,Repetitivo,1000,499500,993,1002972,0,16734100,12
Selection Sort,Repetitivo,1000,499500,983,1002932,0,16365600,12
Selection Sort,Repetitivo,1000,499500,988,1002952,0,16855700,12
Selection Sort,Repetitivo,1000,499500,984,1002936,0,16444200,12
Selection Sort,Repetitivo,1000,499500,983,1002932,0,16917700,12
Selection Sort,Repetitivo,1000,499500,989,1002956,0,16238800,12
Selection Sort,Repetitivo,1000,499500,985,1002940,0,16507300,12
Selection Sort,Repetitivo,1000,499500,981,1002924,0,16240800,12
Selection Sort,Repetitivo,1000,499500,987,1002948,0,16862000,12
Selection Sort,Repetitivo,1000,499500,993,1002972,0,16259600,12
Selection Sort,Repetitivo,1000,499500,988,1002952,0,16466600,12
Selection Sort,Repetitivo,1000,499500,986,1002944,0,16573600,12
Selection Sort,Repetitivo,1000,499500,995,1002980,0,16200900,12
Selection Sort,Repetitivo,1000,499500,981,1002924,0,16242400,12
Selection Sort,Repetitivo,1000,499500,989,1002956,0,16524400,12
Selection Sort,Repetitivo,1000,499500,988,1002952,0,14037500,12
Selection Sort,Repetitivo,1000,499500,988,1002952,0,16232300,12
Selection Sort,Repetitivo,1000,499500,987,1002948,0,16374100,12
Merge Sort,Repetitivo,1000,8711,1265,29928,11,1735700,39904
Merge Sort,Repetitivo,1000,8711,1265,29928,11,1686700,39904
Merge Sort,Repetitivo,1000,8707,1269,29928,11,1761800,39904
Merge Sort,Repetitivo,1000,8696,1280,29928,11,1714000,39904
Merge Sort,Repetitivo,1000,8667,1309,29928,11,1621900,39904
Merge Sort,Repetitivo,1000,8717,1259,29928,11,1670900,39904
Merge Sort,Repetitivo,1000,8714,1262,29928,11,1668400,39904
Merge Sort,Repetitivo,1000,8710,1266,29928,11,1654400,39904
Merge Sort,Repetitivo,1000,8716,1260,29928,11,1633100,39904
Merge Sort,Repetitivo,1000,8737,1239,29928,11,1776100,39904
Merge Sort,Repetitivo,1000,8730,1246,29928,11,1768700,39904
Merge Sort,Repetitivo,1000,8695,1281,29928,11,1645700,39904
Merge Sort,Repetitivo,1000,8725,1251,29928,11,1791200,39904
Merge Sort,Repetitivo,1000,8713,1263,29928,11,2018300,39904
Merge Sort,Repetitivo,1000,8710,1266,29928,11,1843900,39904
Merge Sort,Repetitivo,1000,8696,1280,29928,11,1758800,39904
Merge Sort,Repetitivo,1000,8699,1277,29928,11,1718000,39904
Merge Sort,Repetitivo,1000,8723,1253,29928,11,1578400,39904
Merge Sort,Repetitivo,1000,8693,1283,29928,11,1767200,39904
Merge Sort,Repetitivo,1000,8683,1293,29928,11,1609100,39904
Merge Sort,Repetitivo,1000,8722,1254,29928,11,1653800,39904
Merge Sort,Repetitivo,1000,8723,1253,29928,11,1745100,39904
Merge Sort,Repetitivo,1000,8711,1265,29928,11,1651200,39904
Merge Sort,Repetitivo,1000,8697,1279,29928,11,1761400,39904
Merge Sort,Repetitivo,1000,8705,1271,29928,11,1674400,39904
Merge Sort,Repetitivo,1000,8716,1260,29928,11,1744800,39904
Merge Sort,Repetitivo,1000,8700,1276,29928,11,1676500,39904
Merge Sort,Repetitivo,1000,8703,1273,29928,11,1754300,39904
Merge Sort,Repetitivo,1000,8682,1294,29928,11,1646500,39904
Merge Sort,Repetitivo,1000,8719,1257,29928,11,1673300,39904
Heap Sort,Repetitivo,1000,16881,9066,70026,0,1079800,12
Heap Sort,Repetitivo,1000,16780,9025,69660,0,1124700,12
Heap Sort,Repetitivo,1000,16787,9027,69682,0,1101900,12
Heap Sort,Repetitivo,1000,16865,9052,69938,0,1255000,12
Heap Sort,Repetitivo,1000,16876,9106,70176,0,1114000,12
Heap Sort,Repetitivo,1000,16819,9054,69854,0,1040000,12
Heap Sort,Repetitivo,1000,16834,9089,70024,0,1101900,12
Heap Sort,Repetitivo,1000,16847,9072,69982,0,1109400,12
Heap Sort,Repetitivo,1000,16833,9035,69806,0,1086800,12
Heap Sort,Repetitivo,1000,16877,9086,70098,0,1082000,12
Heap Sort,Repetitivo,1000,16879,9118,70230,0,1103100,12
Heap Sort,Repetitivo,1000,16853,9100,70106,0,1109800,12
Heap Sort,Repetitivo,1000,16853,9058,69938,0,1104300,12
Heap Sort,Repetitivo,1000,16856,9067,69980,0,1079300,12
Heap Sort,Repetitivo,1000,16862,9070,70004,0,1175800,12
Heap Sort,Repetitivo,1000,16860,9067,69988,0,1072100,12
Heap Sort,Repetitivo,1000,16859,9093,70090,0,1068200,12
Heap Sort,Repetitivo,1000,16816,9019,69708,0,1095300,12
Heap Sort,Repetitivo,1000,16851,9069,69978,0,1101200,12
Heap Sort,Repetitivo,1000,16859,9069,69994,0,1129800,12
Heap Sort,Repetitivo,1000,16816,9056,69856,0,1082400,12
Heap Sort,Repetitivo,1000,16862,9067,69992,0,1128400,12
Heap Sort,Repetitivo,1000,16856,9071,69996,0,1102100,12
Heap Sort,Repetitivo,1000,16859,9107,70146,0,1094400,12
Heap Sort,Repetitivo,1000,16838,9032,69804,0,1086400,12
Heap Sort,Repetitivo,1000,16846,9051,69896,0,1092600,12
Heap Sort,Repetitivo,1000,16903,9115,70266,0,1109200,12
Heap Sort,Repetitivo,1000,16798,9006,69620,0,1091900,12
Heap Sort,Repetitivo,1000,16843,9056,69910,0,1103700,12
Heap Sort,Repetitivo,1000,16831,9061,69906,0,1092000,12
Shell Sort,Repetitivo,1000,13039,11166,53016,0,917100,16
Shell Sort,Repetitivo,1000,14176,12341,57550,0,876700,16
Shell Sort,Repetitivo,1000,12748,10871,51832,0,808600,16
Shell Sort,Repetitivo,1000,12738,10872,51776,0,820900,16
Shell Sort,Repetitivo,1000,12349,10387,50226,0,780900,16
Shell Sort,Repetitivo,1000,12897,11031,52478,0,821000,16
Shell Sort,Repetitivo,1000,12788,10867,51966,0,819600,16
Shell Sort,Repetitivo,1000,12778,10882,52024,0,763300,16
Shell Sort,Repetitivo,1000,12172,10326,49552,0,759200,16
Shell Sort,Repetitivo,1000,12744,10837,51808,0,838100,16
Shell Sort,Repetitivo,1000,13293,11501,54070,0,875700,16
Shell Sort,Repetitivo,1000,12554,10720,51094,0,859700,16
Shell Sort,Repetitivo,1000,12947,11095,52674,0,814800,16
Shell Sort,Repetitivo,1000,11982,10022,48782,0,779400,16
Shell Sort,Repetitivo,1000,13064,11161,53106,0,857200,16
Shell Sort,Repetitivo,1000,12885,11101,52418,0,849100,16
Shell Sort,Repetitivo,1000,13333,11489,54216,0,886300,16
Shell Sort,Repetitivo,1000,12417,10464,50478,0,807900,16
Shell Sort,Repetitivo,1000,12266,10395,49928,0,820700,16
Shell Sort,Repetitivo,1000,12572,10736,51152,0,839300,16
Shell Sort,Repetitivo,1000,13127,11232,53362,0,843400,16
Shell Sort,Repetitivo,1000,12586,10713,51210,0,810600,16
Shell Sort,Repetitivo,1000,12994,11169,52834,0,843900,16
Shell Sort,Repetitivo,1000,12734,10909,51840,0,831100,16
Shell Sort,Repetitivo,1000,13153,11274,53446,0,822500,16
Shell Sort,Repetitivo,1000,12280,10376,49938,0,805200,16
Shell Sort,Repetitivo,1000,13018,11149,52922,0,823300,16
Shell Sort,Repetitivo,1000,13900,12061,56394,0,894900,16
Shell Sort,Repetitivo,1000,12907,11094,52522,0,839100,16
Shell Sort,Repetitivo,1000,12648,10802,51462,0,975600,16
Quick Sort,Repetitivo,1000,11297,7748,54392,24,673900,288
Quick Sort,Repetitivo,1000,11244,7983,55225,21,695700,252
Quick Sort,Repetitivo,1000,11416,7773,54732,23,681500,276
Quick Sort,Repetitivo,1000,11503,7765,54876,23,690500,276
Quick Sort,Repetitivo,1000,10617,7665,52707,23,674700,276
Quick Sort,Repetitivo,1000,10821,7281,51576,23,656100,276
Quick Sort,Repetitivo,1000,11621,8762,59101,27,738300,324
Quick Sort,Repetitivo,1000,12794,9535,64536,25,799600,300
Quick Sort,Repetitivo,1000,10632,7797,53261,26,655200,312
Quick Sort,Repetitivo,1000,11488,7206,52611,24,672500,288
Quick Sort,Repetitivo,1000,10883,7209,51407,23,658000,276
Quick Sort,Repetitivo,1000,10609,7360,51472,22,657900,264
Quick Sort,Repetitivo,1000,12091,8279,58111,25,713000,300
Quick Sort,Repetitivo,1000,12169,7687,55894,25,725700,300
Quick Sort,Repetitivo,1000,12398,6783,52740,24,723400,288
Quick Sort,Repetitivo,1000,11874,7953,56370,25,726100,300
Quick Sort,Repetitivo,1000,11646,8187,56852,24,718100,288
Quick Sort,Repetitivo,1000,12419,8157,58271,27,707100,324
Quick Sort,Repetitivo,1000,12160,7526,55235,26,678100,312
Quick Sort,Repetitivo,1000,11187,8249,56175,24,722300,288
Quick Sort,Repetitivo,1000,12638,8829,61403,25,757800,300
Quick Sort,Repetitivo,1000,11213,7601,53644,23,679100,276
Quick Sort,Repetitivo,1000,12112,8230,57957,24,724300,288
Quick Sort,Repetitivo,1000,11094,7105,51418,22,668400,264
Quick Sort,Repetitivo,1000,11423,7401,53257,21,679000,252
Quick Sort,Repetitivo,1000,11893,8107,57024,24,713300,288
Quick Sort,Repetitivo,1000,11425,7777,54769,26,813900,312
Quick Sort,Repetitivo,1000,11015,8051,55046,23,701200,276
Quick Sort,Repetitivo,1000,12411,8725,60529,26,726800,312
Quick Sort,Repetitivo,1000,11532,7309,53107,26,703500,312
Quick Random,Repetitivo,1000,10881,8085,54916,21,2700300,252
Quick Random,Repetitivo,1000,11799,9568,62674,25,835400,300
Quick Random,Repetitivo,1000,10870,8229,55467,22,715800,264
Quick Random,Repetitivo,1000,11957,8942,60496,23,788100,276
Quick Random,Repetitivo,1000,11631,9344,61446,24,904000,288
Quick Random,Repetitivo,1000,10723,8017,54321,21,824400,252
Quick Random,Repetitivo,1000,11242,8829,58603,25,805900,300
Quick Random,Repetitivo,1000,11243,9136,59838,24,844100,288
Quick Random,Repetitivo,1000,11932,9376,62180,24,818600,288
Quick Random,Repetitivo,1000,11216,8878,58751,26,770400,312
Quick Random,Repetitivo,1000,11065,8983,58867,24,776000,288
Quick Random,Repetitivo,1000,10509,7443,51597,21,694000,252
Quick Random,Repetitivo,1000,11819,9193,61218,23,798400,276
Quick Random,Repetitivo,1000,10598,8450,55803,22,747100,264
Quick Random,Repetitivo,1000,12313,7453,55249,26,726700,312
Quick Random,Repetitivo,1000,11263,7899,54934,23,730700,276
Quick Random,Repetitivo,1000,12551,8861,61353,27,802700,324
Quick Random,Repetitivo,1000,12023,8425,58558,25,792000,300
Quick Random,Repetitivo,1000,11994,9645,63384,25,836600,300
Quick Random,Repetitivo,1000,11018,8653,57456,23,743600,276
Quick Random,Repetitivo,1000,11237,8648,57877,22,774700,264
Quick Random,Repetitivo,1000,12574,10412,67609,25,905400,300
Quick Random,Repetitivo,1000,11264,8877,58846,25,782000,300
Quick Random,Repetitivo,1000,11069,7795,54124,25,772400,300
Quick Random,Repetitivo,1000,12591,9057,62220,25,794400,300
Quick Random,Repetitivo,1000,11567,9201,60748,22,854900,264
Quick Random,Repetitivo,1000,12430,9866,65140,26,849200,312
Quick Random,Repetitivo,1000,11605,8557,58246,24,855600,288
Quick Random,Repetitivo,1000,10687,8052,54400,21,710800,252
Quick Random,Repetitivo,1000,10865,7889,54097,21,712400,252
Bubble Sort,Gaussiano,1000,497420,242720,1965720,0,33970200,13
Bubble Sort,Gaussiano,1000,497015,253953,2009842,0,31203600,13
Bubble Sort,Gaussiano,1000,499149,252214,2007154,0,28109000,13
Bubble Sort,Gaussiano,1000,497015,248131,1986554,0,30590000,13
Bubble Sort,Gaussiano,1000,499122,258713,2033096,0,27172800,13
Bubble Sort,Gaussiano,1000,499380,245758,1981792,0,30006200,13
Bubble Sort,Gaussiano,1000,496419,253992,2008806,0,28854800,13
Bubble Sort,Gaussiano,1000,499004,247740,1988968,0,30307100,13
Bubble Sort,Gaussiano,1000,498225,240786,1959594,0,29184600,13
Bubble Sort,Gaussiano,1000,498015,246163,1980682,0,31363800,13
Bubble Sort,Gaussiano,1000,497547,252025,2003194,0,30212300,13
Bubble Sort,Gaussiano,1000,496097,247130,1980714,0,25656600,13
Bubble Sort,Gaussiano,1000,499094,250572,2000476,0,30095500,13
Bubble Sort,Gaussiano,1000,498939,245043,1978050,0,30070500,13
Bubble Sort,Gaussiano,1000,499409,242323,1968110,0,30870100,13
Bubble Sort,Gaussiano,1000,496260,244447,1970308,0,29551800,13
Bubble Sort,Gaussiano,1000,498510,252021,2005104,0,26075900,13
Bubble Sort,Gaussiano,1000,498797,251788,2004746,0,26518900,13
Bubble Sort,Gaussiano,1000,499004,259935,2037748,0,30638600,13
Bubble Sort,Gaussiano,1000,499269,258551,2032742,0,27133600,13
Bubble Sort,Gaussiano,1000,499479,243298,1972150,0,29736600,13
Bubble Sort,Gaussiano,1000,499200,252144,2006976,0,30662500,13
Bubble Sort,Gaussiano,1000,497960,258495,2029900,0,30713900,13
Bubble Sort,Gaussiano,1000,499409,242095,1967198,0,29583000,13
Bubble Sort,Gaussiano,1000,495930,243492,1965828,0,27328600,13
Bubble Sort,Gaussiano,1000,498797,251071,2001878,0,29991600,13
Bubble Sort,Gaussiano,1000,497484,246395,1980548,0,32407100,13
Bubble Sort,Gaussiano,1000,499175,247312,1987598,0,28788300,13
Bubble Sort,Gaussiano,1000,498465,248940,1992690,0,27785800,13
Bubble Sort,Gaussiano,1000,498554,247157,1985736,0,30259600,13
Insertion Sort,Gaussiano,1000,248809,248804,995244,0,13203500,12
Insertion Sort,Gaussiano,1000,261026,261027,1044122,0,14710100,12
Insertion Sort,Gaussiano,1000,245573,245574,982304,0,15099300,12
Insertion Sort,Gaussiano,1000,254807,254806,1019236,0,13456700,12
Insertion Sort,Gaussiano,1000,248197,248201,992804,0,12701000,12
Insertion Sort,Gaussiano,1000,251259,251260,1005054,0,12993500,12
Insertion Sort,Gaussiano,1000,259657,259655,1038638,0,14103200,12
Insertion Sort,Gaussiano,1000,252083,252083,1008350,0,12951500,12
Insertion Sort,Gaussiano,1000,247803,247806,991230,0,12930200,12
Insertion Sort,Gaussiano,1000,252322,252328,1009306,0,12972900,12
Insertion Sort,Gaussiano,1000,252198,252202,1008810,0,13424700,12
Insertion Sort,Gaussiano,1000,249957,249960,999850,0,13435100,12
Insertion Sort,Gaussiano,1000,245894,245892,983586,0,12605300,12
Insertion Sort,Gaussiano,1000,249883,249872,999542,0,13283300,12
